fft_alpha,corner_energy,circular_power_ratio,fft_horz,fft_vert,label,filename,predicted
-1.7088999897953177,0.7231974005699158,0.7274425625801086,574.1663818359375,595.196533203125,Real,ILSVRC2012_val_00000023.JPEG,Fake
-0.9327014739181889,1.4817676544189453,0.40296670794487,419.28271484375,476.4464111328125,Real,ILSVRC2012_val_00000025.JPEG,Fake
-0.9844918391620124,1.2097276449203491,0.5164455771446228,587.3690795898438,594.744873046875,Real,ILSVRC2012_val_00000118.JPEG,Fake
-1.693737256036256,0.6911805272102356,0.7435950636863708,604.64013671875,583.492919921875,Real,ILSVRC2012_val_00000143.JPEG,Fake
-1.6197117027080432,0.9028968214988708,0.7065887451171875,704.3743286132812,662.3992919921875,Real,ILSVRC2012_val_00000149.JPEG,Fake
-1.439265398311893,0.9587303400039673,0.6463323831558228,302.0673828125,344.2154846191406,Real,ILSVRC2012_val_00000156.JPEG,Fake
-1.3986022379143253,1.1067399978637695,0.5818818211555481,374.83013916015625,397.3099670410156,Real,ILSVRC2012_val_00000158.JPEG,Fake
-1.5692156181147574,0.8522379398345947,0.6960647702217102,520.7725219726562,432.4371032714844,Real,ILSVRC2012_val_00000194.JPEG,Fake
-1.4085748026287537,1.1190762519836426,0.5900164842605591,389.2727966308594,328.4701232910156,Real,ILSVRC2012_val_00000198.JPEG,Fake
-1.4051466101167827,1.1564526557922363,0.6379292011260986,554.5454711914062,407.3957214355469,Real,ILSVRC2012_val_00000218.JPEG,Fake
-1.2872718603204703,1.2194745540618896,0.558042585849762,373.380859375,460.31884765625,Real,ILSVRC2012_val_00000349.JPEG,Fake
-1.173395392576101,1.3071999549865723,0.4923710823059082,444.94293212890625,535.8878784179688,Real,ILSVRC2012_val_00000371.JPEG,Fake
-1.1907904128550213,1.01585054397583,0.42288634181022644,325.9639587402344,285.67584228515625,Real,ILSVRC2012_val_00000386.JPEG,Fake
-1.5067104321823896,0.9589748382568359,0.6824890375137329,454.3251953125,549.801513671875,Real,ILSVRC2012_val_00000402.JPEG,Fake
-1.5038147117934004,0.8908940553665161,0.6458206176757812,362.72454833984375,370.22027587890625,Real,ILSVRC2012_val_00000420.JPEG,Fake
-1.2452935724973746,1.3187754154205322,0.4974905252456665,433.4833984375,448.775634765625,Real,ILSVRC2012_val_00000476.JPEG,Fake
-1.7956011460713017,0.7493442296981812,0.8014183640480042,305.2347717285156,669.7302856445312,Real,ILSVRC2012_val_00000494.JPEG,Fake
-1.331696551001266,1.1642885208129883,0.6017410159111023,444.03582763671875,416.67559814453125,Real,ILSVRC2012_val_00000500.JPEG,Fake
-1.4280985173088871,1.1626650094985962,0.5873932242393494,397.01336669921875,475.65618896484375,Real,ILSVRC2012_val_00000502.JPEG,Fake
-1.6809374107118136,0.7501060962677002,0.7320782542228699,355.5010986328125,344.85125732421875,Real,ILSVRC2012_val_00000517.JPEG,Fake
-1.4289242079652158,1.138961672782898,0.6596922278404236,419.09234619140625,609.9786987304688,Real,ILSVRC2012_val_00000660.JPEG,Fake
-1.3220771566718792,1.3269433975219727,0.554419219493866,389.96099853515625,379.18096923828125,Real,ILSVRC2012_val_00000696.JPEG,Fake
-1.6588442142128548,0.866435170173645,0.7136825919151306,432.8474426269531,522.2108764648438,Real,ILSVRC2012_val_00000701.JPEG,Fake
-1.6508800880394838,0.8737614750862122,0.7283658981323242,557.755615234375,543.9508056640625,Real,ILSVRC2012_val_00000733.JPEG,Fake
-1.3411977422333374,1.0469833612442017,0.561815619468689,320.8244934082031,345.0729675292969,Real,ILSVRC2012_val_00000834.JPEG,Fake
-1.5534548108232795,0.9364011883735657,0.6824241876602173,547.8897705078125,658.9112548828125,Real,ILSVRC2012_val_00000859.JPEG,Fake
-1.3189329435716388,1.2050470113754272,0.5571951866149902,393.98333740234375,368.41424560546875,Real,ILSVRC2012_val_00000918.JPEG,Fake
-1.5922461171054887,0.9386152625083923,0.6728202104568481,363.85406494140625,487.5238037109375,Real,ILSVRC2012_val_00000951.JPEG,Fake
-1.8194257158137952,0.7901832461357117,0.7932384014129639,479.7665710449219,600.123046875,Fake,dragon_15124.png,Real
-1.719167342840389,0.853631854057312,0.7308509349822998,655.47802734375,573.914794921875,Fake,dragon_12674.png,Real
-1.6978697865585841,0.8512299656867981,0.7192995548248291,736.6118774414062,643.04736328125,Fake,dragon_00174.png,Real
-1.7519662425865512,0.8341547250747681,0.765163779258728,567.561767578125,466.4072265625,Fake,dragon_14949.png,Real
-1.813956031013146,0.6739650964736938,0.802700400352478,610.099609375,774.378662109375,Fake,dragon_09699.png,Real
