filename,split
ILSVRC2012_val_00000524.JPEG,train
ILSVRC2012_val_00000203.JPEG,train
dragon_13143.png,train
dragon_09993.png,train
ILSVRC2012_val_00000030.JPEG,train
dragon_04693.png,train
ILSVRC2012_val_00000496.JPEG,train
ILSVRC2012_val_00000687.JPEG,train
ILSVRC2012_val_00000485.JPEG,train
ILSVRC2012_val_00000850.JPEG,train
dragon_15018.png,train
dragon_21893.png,train
dragon_23843.png,train
dragon_15368.png,train
dragon_18193.png,train
dragon_22618.png,train
dragon_14493.png,train
ILSVRC2012_val_00000833.JPEG,train
dragon_03293.png,train
dragon_06718.png,train
dragon_01893.png,train
ILSVRC2012_val_00000975.JPEG,train
dragon_16518.png,train
ILSVRC2012_val_00000465.JPEG,train
ILSVRC2012_val_00000263.JPEG,train
dragon_00343.png,train
dragon_11043.png,train
dragon_01393.png,train
dragon_23643.png,train
ILSVRC2012_val_00000456.JPEG,train
dragon_23443.png,train
ILSVRC2012_val_00000657.JPEG,train
dragon_14193.png,train
ILSVRC2012_val_00000711.JPEG,train
ILSVRC2012_val_00000375.JPEG,train
dragon_21543.png,train
dragon_16168.png,train
dragon_02343.png,train
ILSVRC2012_val_00000333.JPEG,train
ILSVRC2012_val_00000048.JPEG,train
dragon_11593.png,train
dragon_10193.png,train
ILSVRC2012_val_00000940.JPEG,train
ILSVRC2012_val_00000843.JPEG,train
dragon_08518.png,train
ILSVRC2012_val_00000258.JPEG,train
ILSVRC2012_val_00000771.JPEG,train
dragon_24418.png,train
ILSVRC2012_val_00000426.JPEG,train
dragon_05143.png,train
dragon_00568.png,train
dragon_12018.png,train
dragon_07968.png,train
dragon_16293.png,train
ILSVRC2012_val_00000490.JPEG,train
ILSVRC2012_val_00000807.JPEG,train
ILSVRC2012_val_00000584.JPEG,train
ILSVRC2012_val_00000181.JPEG,train
dragon_14518.png,train
ILSVRC2012_val_00000495.JPEG,train
ILSVRC2012_val_00000619.JPEG,train
dragon_04268.png,train
ILSVRC2012_val_00000487.JPEG,train
dragon_20768.png,train
dragon_13018.png,train
ILSVRC2012_val_00000112.JPEG,train
dragon_12243.png,train
ILSVRC2012_val_00000636.JPEG,train
dragon_18943.png,train
dragon_04568.png,train
dragon_00018.png,train
dragon_10843.png,train
dragon_15443.png,train
dragon_03543.png,train
ILSVRC2012_val_00000249.JPEG,train
ILSVRC2012_val_00000649.JPEG,train
ILSVRC2012_val_00000322.JPEG,train
ILSVRC2012_val_00000374.JPEG,train
dragon_13543.png,train
dragon_03918.png,train
ILSVRC2012_val_00000022.JPEG,train
dragon_20618.png,train
dragon_07818.png,train
dragon_16718.png,train
dragon_20568.png,train
ILSVRC2012_val_00000253.JPEG,train
ILSVRC2012_val_00000394.JPEG,train
dragon_16818.png,train
dragon_11643.png,train
dragon_17343.png,train
ILSVRC2012_val_00000171.JPEG,train
ILSVRC2012_val_00000474.JPEG,train
dragon_10043.png,train
dragon_02593.png,train
dragon_05443.png,train
ILSVRC2012_val_00000403.JPEG,train
ILSVRC2012_val_00000881.JPEG,train
dragon_03893.png,train
dragon_13518.png,train
dragon_22393.png,train
ILSVRC2012_val_00000252.JPEG,train
dragon_21918.png,train
dragon_07143.png,train
ILSVRC2012_val_00000760.JPEG,train
dragon_10543.png,train
ILSVRC2012_val_00000531.JPEG,train
dragon_03193.png,train
dragon_14168.png,train
dragon_07393.png,train
ILSVRC2012_val_00000272.JPEG,train
ILSVRC2012_val_00000907.JPEG,train
ILSVRC2012_val_00000784.JPEG,train
dragon_19468.png,train
ILSVRC2012_val_00000543.JPEG,train
dragon_21393.png,train
dragon_09018.png,train
dragon_19918.png,train
dragon_17943.png,train
ILSVRC2012_val_00000578.JPEG,train
dragon_24893.png,train
ILSVRC2012_val_00000900.JPEG,train
dragon_00593.png,train
ILSVRC2012_val_00000681.JPEG,train
ILSVRC2012_val_00000024.JPEG,train
dragon_03043.png,train
dragon_15068.png,train
dragon_14768.png,train
dragon_04618.png,train
