filename,split
dragon_12030.png,train
ILSVRC2012_val_00000665.JPEG,train
ILSVRC2012_val_00006447.JPEG,train
dragon_10149.png,train
dragon_03686.png,train
dragon_13152.png,train
ILSVRC2012_val_00008861.JPEG,train
ILSVRC2012_val_00016281.JPEG,train
dragon_03447.png,train
ILSVRC2012_val_00004895.JPEG,train
ILSVRC2012_val_00012900.JPEG,train
dragon_22266.png,train
ILSVRC2012_val_00009440.JPEG,train
dragon_07302.png,train
ILSVRC2012_val_00016756.JPEG,train
ILSVRC2012_val_00008871.JPEG,train
dragon_13126.png,train
ILSVRC2012_val_00009354.JPEG,train
dragon_02771.png,train
ILSVRC2012_val_00007656.JPEG,train
dragon_07445.png,train
dragon_05703.png,train
dragon_23143.png,train
dragon_11844.png,train
dragon_15394.png,train
dragon_13730.png,train
ILSVRC2012_val_00016025.JPEG,train
ILSVRC2012_val_00012102.JPEG,train
ILSVRC2012_val_00010610.JPEG,train
dragon_04587.png,train
ILSVRC2012_val_00009287.JPEG,train
dragon_23428.png,train
ILSVRC2012_val_00008914.JPEG,train
dragon_08976.png,train
dragon_12396.png,train
dragon_01176.png,train
ILSVRC2012_val_00008843.JPEG,train
ILSVRC2012_val_00002967.JPEG,train
dragon_15333.png,train
dragon_05134.png,train
dragon_02274.png,train
dragon_15461.png,train
ILSVRC2012_val_00018152.JPEG,train
dragon_22323.png,train
dragon_17315.png,train
ILSVRC2012_val_00010903.JPEG,train
ILSVRC2012_val_00005540.JPEG,train
ILSVRC2012_val_00023145.JPEG,train
dragon_14123.png,train
dragon_05161.png,train
dragon_24689.png,train
ILSVRC2012_val_00019179.JPEG,train
ILSVRC2012_val_00003011.JPEG,train
dragon_09771.png,train
dragon_13672.png,train
dragon_18231.png,train
ILSVRC2012_val_00008254.JPEG,train
ILSVRC2012_val_00019258.JPEG,train
ILSVRC2012_val_00010525.JPEG,train
dragon_22629.png,train
ILSVRC2012_val_00011285.JPEG,train
dragon_17785.png,train
dragon_23687.png,train
ILSVRC2012_val_00021327.JPEG,train
ILSVRC2012_val_00023584.JPEG,train
ILSVRC2012_val_00005009.JPEG,train
dragon_01395.png,train
ILSVRC2012_val_00012438.JPEG,train
dragon_24951.png,train
dragon_16275.png,train
dragon_18923.png,train
dragon_02381.png,train
dragon_19647.png,train
dragon_10021.png,train
dragon_08801.png,train
dragon_09854.png,train
ILSVRC2012_val_00014884.JPEG,train
ILSVRC2012_val_00016394.JPEG,train
ILSVRC2012_val_00006218.JPEG,train
dragon_13475.png,train
dragon_06193.png,train
dragon_14903.png,train
ILSVRC2012_val_00004820.JPEG,train
ILSVRC2012_val_00019672.JPEG,train
dragon_10389.png,train
dragon_01540.png,train
dragon_02764.png,train
ILSVRC2012_val_00013988.JPEG,train
ILSVRC2012_val_00005072.JPEG,train
dragon_09724.png,train
dragon_00230.png,train
ILSVRC2012_val_00000131.JPEG,train
ILSVRC2012_val_00003571.JPEG,train
dragon_02438.png,train
ILSVRC2012_val_00002322.JPEG,train
dragon_07358.png,train
dragon_02751.png,train
ILSVRC2012_val_00010777.JPEG,train
dragon_11574.png,train
ILSVRC2012_val_00017395.JPEG,train
ILSVRC2012_val_00004041.JPEG,train
ILSVRC2012_val_00022660.JPEG,train
ILSVRC2012_val_00011358.JPEG,train
ILSVRC2012_val_00010341.JPEG,train
ILSVRC2012_val_00017148.JPEG,train
dragon_10519.png,train
ILSVRC2012_val_00001063.JPEG,train
dragon_12714.png,train
ILSVRC2012_val_00005903.JPEG,train
dragon_11388.png,train
dragon_06653.png,train
dragon_01227.png,train
ILSVRC2012_val_00014392.JPEG,train
ILSVRC2012_val_00016092.JPEG,train
ILSVRC2012_val_00010211.JPEG,train
ILSVRC2012_val_00003744.JPEG,train
ILSVRC2012_val_00006221.JPEG,train
ILSVRC2012_val_00011283.JPEG,train
dragon_05990.png,train
dragon_15492.png,train
dragon_15564.png,train
dragon_16175.png,train
ILSVRC2012_val_00010327.JPEG,train
ILSVRC2012_val_00017532.JPEG,train
ILSVRC2012_val_00001787.JPEG,train
dragon_16685.png,train
dragon_07467.png,train
ILSVRC2012_val_00022529.JPEG,train
ILSVRC2012_val_00023307.JPEG,train
dragon_22014.png,train
dragon_02387.png,train
ILSVRC2012_val_00017424.JPEG,train
ILSVRC2012_val_00009843.JPEG,train
dragon_20163.png,train
dragon_08241.png,train
dragon_16292.png,train
ILSVRC2012_val_00019758.JPEG,train
dragon_05954.png,train
dragon_06491.png,train
dragon_07661.png,train
dragon_11573.png,train
dragon_11386.png,train
ILSVRC2012_val_00009846.JPEG,train
ILSVRC2012_val_00003832.JPEG,train
dragon_20364.png,train
dragon_20201.png,train
dragon_07508.png,train
ILSVRC2012_val_00011702.JPEG,train
ILSVRC2012_val_00007830.JPEG,train
ILSVRC2012_val_00000734.JPEG,train
dragon_09057.png,train
dragon_21798.png,train
dragon_05834.png,train
ILSVRC2012_val_00024593.JPEG,train
ILSVRC2012_val_00013168.JPEG,train
ILSVRC2012_val_00012605.JPEG,train
ILSVRC2012_val_00005597.JPEG,train
dragon_07946.png,train
ILSVRC2012_val_00019345.JPEG,train
dragon_23638.png,train
ILSVRC2012_val_00003468.JPEG,train
dragon_18482.png,train
ILSVRC2012_val_00002550.JPEG,train
dragon_22121.png,train
ILSVRC2012_val_00001728.JPEG,train
ILSVRC2012_val_00011198.JPEG,train
ILSVRC2012_val_00004918.JPEG,train
ILSVRC2012_val_00017464.JPEG,train
ILSVRC2012_val_00006408.JPEG,train
ILSVRC2012_val_00000198.JPEG,train
ILSVRC2012_val_00001070.JPEG,train
dragon_08473.png,train
ILSVRC2012_val_00023906.JPEG,train
ILSVRC2012_val_00010482.JPEG,train
ILSVRC2012_val_00024307.JPEG,train
ILSVRC2012_val_00001169.JPEG,train
ILSVRC2012_val_00005448.JPEG,train
ILSVRC2012_val_00020359.JPEG,train
ILSVRC2012_val_00005641.JPEG,train
dragon_16228.png,train
ILSVRC2012_val_00009179.JPEG,train
dragon_18776.png,train
dragon_20481.png,train
dragon_04528.png,train
dragon_17500.png,train
dragon_19605.png,train
dragon_06611.png,train
ILSVRC2012_val_00022482.JPEG,train
ILSVRC2012_val_00003629.JPEG,train
ILSVRC2012_val_00013147.JPEG,train
dragon_09092.png,train
dragon_10533.png,train
dragon_22177.png,train
dragon_00274.png,train
ILSVRC2012_val_00007842.JPEG,train
dragon_07045.png,train
dragon_11495.png,train
dragon_22892.png,train
ILSVRC2012_val_00020512.JPEG,train
dragon_12401.png,train
dragon_18470.png,train
dragon_08406.png,train
dragon_19137.png,train
dragon_07978.png,train
ILSVRC2012_val_00004365.JPEG,train
dragon_07583.png,train
ILSVRC2012_val_00024823.JPEG,train
dragon_15365.png,train
dragon_11899.png,train
dragon_05918.png,train
ILSVRC2012_val_00023232.JPEG,train
ILSVRC2012_val_00001700.JPEG,train
dragon_02215.png,train
ILSVRC2012_val_00006934.JPEG,train
dragon_08281.png,train
ILSVRC2012_val_00005816.JPEG,train
ILSVRC2012_val_00001443.JPEG,train
dragon_00880.png,train
ILSVRC2012_val_00023031.JPEG,train
ILSVRC2012_val_00010277.JPEG,train
ILSVRC2012_val_00008876.JPEG,train
ILSVRC2012_val_00024892.JPEG,train
ILSVRC2012_val_00021746.JPEG,train
dragon_17503.png,train
dragon_20599.png,train
dragon_04229.png,train
ILSVRC2012_val_00001928.JPEG,train
ILSVRC2012_val_00002246.JPEG,train
dragon_21601.png,train
ILSVRC2012_val_00023656.JPEG,train
ILSVRC2012_val_00022170.JPEG,train
dragon_02516.png,train
dragon_06345.png,train
ILSVRC2012_val_00016782.JPEG,train
dragon_16680.png,train
dragon_24678.png,train
ILSVRC2012_val_00002956.JPEG,train
dragon_06892.png,train
ILSVRC2012_val_00010338.JPEG,train
dragon_18145.png,train
dragon_17777.png,train
ILSVRC2012_val_00021137.JPEG,train
dragon_03865.png,train
ILSVRC2012_val_00017475.JPEG,train
dragon_24968.png,train
dragon_14797.png,train
ILSVRC2012_val_00017930.JPEG,train
ILSVRC2012_val_00011763.JPEG,train
ILSVRC2012_val_00008086.JPEG,train
ILSVRC2012_val_00015149.JPEG,train
dragon_23018.png,train
ILSVRC2012_val_00011211.JPEG,train
dragon_17016.png,train
