filename,split
ILSVRC2012_val_00000524.JPEG,train
ILSVRC2012_val_00000203.JPEG,train
dragon_13144.png,train
dragon_09994.png,train
ILSVRC2012_val_00000030.JPEG,train
dragon_04694.png,train
ILSVRC2012_val_00000496.JPEG,train
ILSVRC2012_val_00000687.JPEG,train
ILSVRC2012_val_00000485.JPEG,train
ILSVRC2012_val_00000850.JPEG,train
dragon_15019.png,train
dragon_21894.png,train
dragon_23844.png,train
dragon_15369.png,train
dragon_18194.png,train
dragon_22619.png,train
dragon_14494.png,train
ILSVRC2012_val_00000833.JPEG,train
dragon_03294.png,train
dragon_06719.png,train
dragon_01894.png,train
ILSVRC2012_val_00000975.JPEG,train
dragon_16519.png,train
ILSVRC2012_val_00000465.JPEG,train
ILSVRC2012_val_00000263.JPEG,train
dragon_00344.png,train
dragon_11044.png,train
dragon_01394.png,train
dragon_23644.png,train
ILSVRC2012_val_00000456.JPEG,train
dragon_23444.png,train
ILSVRC2012_val_00000657.JPEG,train
dragon_14194.png,train
ILSVRC2012_val_00000711.JPEG,train
ILSVRC2012_val_00000375.JPEG,train
dragon_21544.png,train
dragon_16169.png,train
dragon_02344.png,train
ILSVRC2012_val_00000333.JPEG,train
ILSVRC2012_val_00000048.JPEG,train
dragon_11594.png,train
dragon_10194.png,train
ILSVRC2012_val_00000940.JPEG,train
ILSVRC2012_val_00000843.JPEG,train
dragon_08519.png,train
ILSVRC2012_val_00000258.JPEG,train
ILSVRC2012_val_00000771.JPEG,train
dragon_24419.png,train
ILSVRC2012_val_00000426.JPEG,train
dragon_05144.png,train
dragon_00569.png,train
dragon_12019.png,train
dragon_07969.png,train
dragon_16294.png,train
ILSVRC2012_val_00000490.JPEG,train
ILSVRC2012_val_00000807.JPEG,train
ILSVRC2012_val_00000584.JPEG,train
ILSVRC2012_val_00000181.JPEG,train
dragon_14519.png,train
ILSVRC2012_val_00000495.JPEG,train
ILSVRC2012_val_00000619.JPEG,train
dragon_04269.png,train
ILSVRC2012_val_00000487.JPEG,train
dragon_20769.png,train
dragon_13019.png,train
ILSVRC2012_val_00000112.JPEG,train
dragon_12244.png,train
ILSVRC2012_val_00000636.JPEG,train
dragon_18944.png,train
dragon_04569.png,train
dragon_00019.png,train
dragon_10844.png,train
dragon_15444.png,train
dragon_03544.png,train
ILSVRC2012_val_00000249.JPEG,train
ILSVRC2012_val_00000649.JPEG,train
ILSVRC2012_val_00000322.JPEG,train
ILSVRC2012_val_00000374.JPEG,train
dragon_13544.png,train
dragon_03919.png,train
ILSVRC2012_val_00000022.JPEG,train
dragon_20619.png,train
dragon_07819.png,train
dragon_16719.png,train
dragon_20569.png,train
ILSVRC2012_val_00000253.JPEG,train
ILSVRC2012_val_00000394.JPEG,train
dragon_16819.png,train
dragon_11644.png,train
dragon_17344.png,train
ILSVRC2012_val_00000171.JPEG,train
ILSVRC2012_val_00000474.JPEG,train
dragon_10044.png,train
dragon_02594.png,train
dragon_05444.png,train
ILSVRC2012_val_00000403.JPEG,train
ILSVRC2012_val_00000881.JPEG,train
dragon_03894.png,train
dragon_13519.png,train
dragon_22394.png,train
ILSVRC2012_val_00000252.JPEG,train
dragon_21919.png,train
dragon_07144.png,train
ILSVRC2012_val_00000760.JPEG,train
dragon_10544.png,train
ILSVRC2012_val_00000531.JPEG,train
dragon_03194.png,train
dragon_14169.png,train
dragon_07394.png,train
ILSVRC2012_val_00000272.JPEG,train
ILSVRC2012_val_00000907.JPEG,train
ILSVRC2012_val_00000784.JPEG,train
dragon_19469.png,train
ILSVRC2012_val_00000543.JPEG,train
dragon_21394.png,train
dragon_09019.png,train
dragon_19919.png,train
dragon_17944.png,train
ILSVRC2012_val_00000578.JPEG,train
dragon_24894.png,train
ILSVRC2012_val_00000900.JPEG,train
dragon_00594.png,train
ILSVRC2012_val_00000681.JPEG,train
ILSVRC2012_val_00000024.JPEG,train
dragon_03044.png,train
dragon_15069.png,train
dragon_14769.png,train
dragon_04619.png,train
