fft_alpha,corner_energy,circular_power_ratio,fft_horz,fft_vert,label,filename,predicted
-1.7337538722241133,0.9407370686531067,0.7101561427116394,434.7048645019531,349.8890380859375,Real,ILSVRC2012_val_00000011.JPEG,Fake
-1.7088999897953177,0.7231974005699158,0.7274425625801086,574.1663818359375,595.196533203125,Real,ILSVRC2012_val_00000023.JPEG,Fake
-0.9327014739181889,1.4817676544189453,0.40296670794487,419.28271484375,476.4464111328125,Real,ILSVRC2012_val_00000025.JPEG,Fake
-1.7543609144443746,0.8668849468231201,0.735203742980957,1386.59228515625,416.3204345703125,Real,ILSVRC2012_val_00000106.JPEG,Fake
-0.9844918391620124,1.2097276449203491,0.5164455771446228,587.3690795898438,594.744873046875,Real,ILSVRC2012_val_00000118.JPEG,Fake
-1.6806084537071075,0.7678747177124023,0.7092406153678894,319.6629638671875,295.95867919921875,Real,ILSVRC2012_val_00000133.JPEG,Fake
-1.693737256036256,0.6911805272102356,0.7435950636863708,604.64013671875,583.492919921875,Real,ILSVRC2012_val_00000143.JPEG,Fake
-1.6197117027080432,0.9028968214988708,0.7065887451171875,704.3743286132812,662.3992919921875,Real,ILSVRC2012_val_00000149.JPEG,Fake
-1.439265398311893,0.9587303400039673,0.6463323831558228,302.0673828125,344.2154846191406,Real,ILSVRC2012_val_00000156.JPEG,Fake
-1.3986022379143253,1.1067399978637695,0.5818818211555481,374.83013916015625,397.3099670410156,Real,ILSVRC2012_val_00000158.JPEG,Fake
-1.5692156181147574,0.8522379398345947,0.6960647702217102,520.7725219726562,432.4371032714844,Real,ILSVRC2012_val_00000194.JPEG,Fake
-1.4085748026287537,1.1190762519836426,0.5900164842605591,389.2727966308594,328.4701232910156,Real,ILSVRC2012_val_00000198.JPEG,Fake
-1.4046616591617271,1.2306911945343018,0.5987647771835327,524.6256713867188,633.701904296875,Real,ILSVRC2012_val_00000201.JPEG,Fake
-1.4051466101167827,1.1564526557922363,0.6379292011260986,554.5454711914062,407.3957214355469,Real,ILSVRC2012_val_00000218.JPEG,Fake
-1.6208799299113117,1.0690382719039917,0.6848286986351013,279.82855224609375,320.4645690917969,Real,ILSVRC2012_val_00000342.JPEG,Fake
-1.2872718603204703,1.2194745540618896,0.558042585849762,373.380859375,460.31884765625,Real,ILSVRC2012_val_00000349.JPEG,Fake
-1.173395392576101,1.3071999549865723,0.4923710823059082,444.94293212890625,535.8878784179688,Real,ILSVRC2012_val_00000371.JPEG,Fake
-1.6316518799175546,1.0550981760025024,0.6442776322364807,478.58294677734375,400.72711181640625,Real,ILSVRC2012_val_00000381.JPEG,Fake
-1.1907904128550213,1.01585054397583,0.42288634181022644,325.9639587402344,285.67584228515625,Real,ILSVRC2012_val_00000386.JPEG,Fake
-1.5067104321823896,0.9589748382568359,0.6824890375137329,454.3251953125,549.801513671875,Real,ILSVRC2012_val_00000402.JPEG,Fake
-1.5038147117934004,0.8908940553665161,0.6458206176757812,362.72454833984375,370.22027587890625,Real,ILSVRC2012_val_00000420.JPEG,Fake
-1.7266293984615013,0.8606007099151611,0.6952949166297913,414.90008544921875,533.6019287109375,Real,ILSVRC2012_val_00000441.JPEG,Fake
-1.2452935724973746,1.3187754154205322,0.4974905252456665,433.4833984375,448.775634765625,Real,ILSVRC2012_val_00000476.JPEG,Fake
-1.7956011460713017,0.7493442296981812,0.8014183640480042,305.2347717285156,669.7302856445312,Real,ILSVRC2012_val_00000494.JPEG,Fake
-1.331696551001266,1.1642885208129883,0.6017410159111023,444.03582763671875,416.67559814453125,Real,ILSVRC2012_val_00000500.JPEG,Fake
-1.4280985173088871,1.1626650094985962,0.5873932242393494,397.01336669921875,475.65618896484375,Real,ILSVRC2012_val_00000502.JPEG,Fake
-1.6809374107118136,0.7501060962677002,0.7320782542228699,355.5010986328125,344.85125732421875,Real,ILSVRC2012_val_00000517.JPEG,Fake
-1.4688636999978482,1.1698474884033203,0.583855390548706,479.43060302734375,500.1121520996094,Real,ILSVRC2012_val_00000547.JPEG,Fake
-1.3681516522959034,1.1044508218765259,0.4823055863380432,440.9813232421875,446.7704162597656,Real,ILSVRC2012_val_00000554.JPEG,Fake
-1.4426245481283382,1.1913355588912964,0.5857622027397156,551.383544921875,504.2477111816406,Real,ILSVRC2012_val_00000613.JPEG,Fake
-1.7995630562665812,0.8593547344207764,0.7529659867286682,349.94989013671875,718.2216186523438,Real,ILSVRC2012_val_00000630.JPEG,Fake
-1.597154741578728,0.8215069770812988,0.6808140277862549,1201.15380859375,578.3367309570312,Real,ILSVRC2012_val_00000640.JPEG,Fake
-1.8138400883726928,0.84543776512146,0.7375414371490479,374.09173583984375,497.2652282714844,Real,ILSVRC2012_val_00000644.JPEG,Fake
-1.4289242079652158,1.138961672782898,0.6596922278404236,419.09234619140625,609.9786987304688,Real,ILSVRC2012_val_00000660.JPEG,Fake
-1.3220771566718792,1.3269433975219727,0.554419219493866,389.96099853515625,379.18096923828125,Real,ILSVRC2012_val_00000696.JPEG,Fake
-1.6588442142128548,0.866435170173645,0.7136825919151306,432.8474426269531,522.2108764648438,Real,ILSVRC2012_val_00000701.JPEG,Fake
-1.6508800880394838,0.8737614750862122,0.7283658981323242,557.755615234375,543.9508056640625,Real,ILSVRC2012_val_00000733.JPEG,Fake
-1.4510132168970944,1.1316275596618652,0.6177349090576172,667.218994140625,449.0547180175781,Real,ILSVRC2012_val_00000742.JPEG,Fake
-1.7248432188785912,0.677190899848938,0.7401961088180542,307.798583984375,510.5533447265625,Real,ILSVRC2012_val_00000763.JPEG,Fake
-1.7320671643476475,0.8513343930244446,0.714580237865448,495.7384338378906,567.0099487304688,Real,ILSVRC2012_val_00000779.JPEG,Fake
-1.7818407043121052,0.7537665963172913,0.7462370991706848,420.34100341796875,334.57568359375,Real,ILSVRC2012_val_00000798.JPEG,Fake
-1.3771909576785004,1.1804851293563843,0.5571337342262268,721.7277221679688,543.3720703125,Real,ILSVRC2012_val_00000799.JPEG,Fake
-1.8010398254388205,0.9102029204368591,0.7371862530708313,640.0509033203125,500.26422119140625,Real,ILSVRC2012_val_00000800.JPEG,Fake
-1.7289667778340736,1.0483529567718506,0.7335326671600342,800.2500610351562,512.1934814453125,Real,ILSVRC2012_val_00000821.JPEG,Fake
-1.3411977422333374,1.0469833612442017,0.561815619468689,320.8244934082031,345.0729675292969,Real,ILSVRC2012_val_00000834.JPEG,Fake
-1.7847762002055325,0.9162175059318542,0.7536065578460693,388.35223388671875,408.5017395019531,Real,ILSVRC2012_val_00000838.JPEG,Fake
-1.5534548108232795,0.9364011883735657,0.6824241876602173,547.8897705078125,658.9112548828125,Real,ILSVRC2012_val_00000859.JPEG,Fake
-1.6262615948317034,0.979624330997467,0.6896000504493713,483.9996643066406,483.114990234375,Real,ILSVRC2012_val_00000884.JPEG,Fake
-1.3189329435716388,1.2050470113754272,0.5571951866149902,393.98333740234375,368.41424560546875,Real,ILSVRC2012_val_00000918.JPEG,Fake
-1.5922461171054887,0.9386152625083923,0.6728202104568481,363.85406494140625,487.5238037109375,Real,ILSVRC2012_val_00000951.JPEG,Fake
-1.6357867341094898,0.9322636127471924,0.6931281685829163,485.9526672363281,407.47955322265625,Real,ILSVRC2012_val_00000956.JPEG,Fake
-1.5129134458762543,0.9993058443069458,0.5966254472732544,579.7584228515625,670.4891357421875,Fake,dragon_18443.png,Real
-2.068940023510419,0.555888295173645,0.8222081065177917,457.16461181640625,360.2974548339844,Fake,dragon_04968.png,Real
-1.7183804083444363,1.0484788417816162,0.770773708820343,687.9378051757812,1097.6573486328125,Fake,dragon_14618.png,Real
-1.4970813048458143,1.0889508724212646,0.6437500715255737,747.1716918945312,950.6295166015625,Fake,dragon_07368.png,Real
-1.6602974717451442,0.9691628813743591,0.6978045105934143,690.2649536132812,721.1129150390625,Fake,dragon_12368.png,Real
-1.4219606901062392,1.1154955625534058,0.5972209572792053,438.7813720703125,996.823486328125,Fake,dragon_08893.png,Real
