fft_alpha,corner_energy,circular_power_ratio,fft_horz,fft_vert,label,filename,predicted
-0.9327014739181889,1.4817676544189453,0.40296670794487,419.28271484375,476.4464111328125,Real,ILSVRC2012_val_00000025.JPEG,Fake
-0.9844918391620124,1.2097276449203491,0.5164455771446228,587.3690795898438,594.744873046875,Real,ILSVRC2012_val_00000118.JPEG,Fake
-1.693737256036256,0.6911805272102356,0.7435950636863708,604.64013671875,583.492919921875,Real,ILSVRC2012_val_00000143.JPEG,Fake
-1.6197117027080432,0.9028968214988708,0.7065887451171875,704.3743286132812,662.3992919921875,Real,ILSVRC2012_val_00000149.JPEG,Fake
-1.439265398311893,0.9587303400039673,0.6463323831558228,302.0673828125,344.2154846191406,Real,ILSVRC2012_val_00000156.JPEG,Fake
-1.3986022379143253,1.1067399978637695,0.5818818211555481,374.83013916015625,397.3099670410156,Real,ILSVRC2012_val_00000158.JPEG,Fake
-1.5692156181147574,0.8522379398345947,0.6960647702217102,520.7725219726562,432.4371032714844,Real,ILSVRC2012_val_00000194.JPEG,Fake
-1.4085748026287537,1.1190762519836426,0.5900164842605591,389.2727966308594,328.4701232910156,Real,ILSVRC2012_val_00000198.JPEG,Fake
-1.4046616591617271,1.2306911945343018,0.5987647771835327,524.6256713867188,633.701904296875,Real,ILSVRC2012_val_00000201.JPEG,Fake
-1.4051466101167827,1.1564526557922363,0.6379292011260986,554.5454711914062,407.3957214355469,Real,ILSVRC2012_val_00000218.JPEG,Fake
-1.3642697289894483,1.2444837093353271,0.5748890042304993,785.160888671875,866.4815063476562,Real,ILSVRC2012_val_00000328.JPEG,Fake
-1.6208799299113117,1.0690382719039917,0.6848286986351013,279.82855224609375,320.4645690917969,Real,ILSVRC2012_val_00000342.JPEG,Fake
-1.2872718603204703,1.2194745540618896,0.558042585849762,373.380859375,460.31884765625,Real,ILSVRC2012_val_00000349.JPEG,Fake
-1.4609754047884709,1.2293933629989624,0.6122962832450867,907.2667846679688,920.0582275390625,Real,ILSVRC2012_val_00000363.JPEG,Fake
-1.173395392576101,1.3071999549865723,0.4923710823059082,444.94293212890625,535.8878784179688,Real,ILSVRC2012_val_00000371.JPEG,Fake
-1.1907904128550213,1.01585054397583,0.42288634181022644,325.9639587402344,285.67584228515625,Real,ILSVRC2012_val_00000386.JPEG,Fake
-1.5067104321823896,0.9589748382568359,0.6824890375137329,454.3251953125,549.801513671875,Real,ILSVRC2012_val_00000402.JPEG,Fake
-1.5038147117934004,0.8908940553665161,0.6458206176757812,362.72454833984375,370.22027587890625,Real,ILSVRC2012_val_00000420.JPEG,Fake
-1.2452935724973746,1.3187754154205322,0.4974905252456665,433.4833984375,448.775634765625,Real,ILSVRC2012_val_00000476.JPEG,Fake
-1.7956011460713017,0.7493442296981812,0.8014183640480042,305.2347717285156,669.7302856445312,Real,ILSVRC2012_val_00000494.JPEG,Fake
-1.331696551001266,1.1642885208129883,0.6017410159111023,444.03582763671875,416.67559814453125,Real,ILSVRC2012_val_00000500.JPEG,Fake
-1.4280985173088871,1.1626650094985962,0.5873932242393494,397.01336669921875,475.65618896484375,Real,ILSVRC2012_val_00000502.JPEG,Fake
-1.6809374107118136,0.7501060962677002,0.7320782542228699,355.5010986328125,344.85125732421875,Real,ILSVRC2012_val_00000517.JPEG,Fake
-1.597154741578728,0.8215069770812988,0.6808140277862549,1201.15380859375,578.3367309570312,Real,ILSVRC2012_val_00000640.JPEG,Fake
