filename,split
ILSVRC2012_val_00023883.JPEG,train
dragon_13620.png,train
dragon_13758.png,train
dragon_24050.png,train
ILSVRC2012_val_00016266.JPEG,train
dragon_16811.png,train
ILSVRC2012_val_00024993.JPEG,train
dragon_05070.png,train
ILSVRC2012_val_00006235.JPEG,train
ILSVRC2012_val_00002494.JPEG,train
dragon_08886.png,train
ILSVRC2012_val_00014522.JPEG,train
dragon_10431.png,train
dragon_03686.png,train
dragon_20045.png,train
dragon_13207.png,train
ILSVRC2012_val_00021064.JPEG,train
dragon_24931.png,train
ILSVRC2012_val_00008985.JPEG,train
dragon_09093.png,train
dragon_07525.png,train
ILSVRC2012_val_00017011.JPEG,train
dragon_06522.png,train
dragon_11243.png,train
ILSVRC2012_val_00001645.JPEG,train
dragon_12377.png,train
ILSVRC2012_val_00015055.JPEG,train
ILSVRC2012_val_00005224.JPEG,train
ILSVRC2012_val_00005694.JPEG,train
ILSVRC2012_val_00014294.JPEG,train
ILSVRC2012_val_00010842.JPEG,train
ILSVRC2012_val_00006485.JPEG,train
dragon_11693.png,train
dragon_02004.png,train
ILSVRC2012_val_00013184.JPEG,train
dragon_03492.png,train
dragon_12623.png,train
dragon_11968.png,train
dragon_08029.png,train
ILSVRC2012_val_00022445.JPEG,train
ILSVRC2012_val_00006757.JPEG,train
ILSVRC2012_val_00008808.JPEG,train
ILSVRC2012_val_00019642.JPEG,train
ILSVRC2012_val_00007328.JPEG,train
ILSVRC2012_val_00012999.JPEG,train
ILSVRC2012_val_00020025.JPEG,train
ILSVRC2012_val_00017209.JPEG,train
ILSVRC2012_val_00021839.JPEG,train
dragon_17604.png,train
ILSVRC2012_val_00015792.JPEG,train
ILSVRC2012_val_00001004.JPEG,train
dragon_06173.png,train
ILSVRC2012_val_00014927.JPEG,train
dragon_18393.png,train
dragon_19214.png,train
ILSVRC2012_val_00018494.JPEG,train
dragon_05071.png,train
dragon_20502.png,train
dragon_23758.png,train
dragon_04724.png,train
dragon_23283.png,train
ILSVRC2012_val_00005703.JPEG,train
dragon_00640.png,train
dragon_24526.png,train
dragon_05354.png,train
ILSVRC2012_val_00019476.JPEG,train
dragon_20348.png,train
ILSVRC2012_val_00012396.JPEG,train
ILSVRC2012_val_00007658.JPEG,train
ILSVRC2012_val_00007784.JPEG,train
dragon_23684.png,train
dragon_06888.png,train
dragon_11406.png,train
dragon_17098.png,train
ILSVRC2012_val_00015862.JPEG,train
ILSVRC2012_val_00024467.JPEG,train
dragon_07539.png,train
